timestamp_utc,experiment_id,label,namespace,pod_name,cpu_millicores,memory_mib,restart_count,phase,ready,node,collection_error,source_file,ready_numeric,pod_present,collection_error_present
2026-07-22T15:56:52.562938+00:00,CPU-02,cpu_stress,seminar,predictive-app-7d999b6db7-247zj,497.558,33.793,0.0,Running,True,seminar-lab-control-plane,,CPU-02_metrics.csv,1,1,0
2026-07-22T15:56:58.191645+00:00,CPU-02,cpu_stress,seminar,predictive-app-7d999b6db7-247zj,497.558,33.793,0.0,Running,True,seminar-lab-control-plane,,CPU-02_metrics.csv,1,1,0
2026-07-22T15:57:04.114563+00:00,CPU-02,cpu_stress,seminar,predictive-app-7d999b6db7-247zj,499.93,35.805,0.0,Running,True,seminar-lab-control-plane,,CPU-02_metrics.csv,1,1,0
2026-07-22T15:57:09.971636+00:00,CPU-02,cpu_stress,seminar,predictive-app-7d999b6db7-247zj,499.93,35.805,0.0,Running,True,seminar-lab-control-plane,,CPU-02_metrics.csv,1,1,0
2026-07-22T15:57:15.680484+00:00,CPU-02,cpu_stress,seminar,predictive-app-7d999b6db7-247zj,499.93,35.805,0.0,Running,True,seminar-lab-control-plane,,CPU-02_metrics.csv,1,1,0
2026-07-22T15:57:21.291269+00:00,CPU-02,cpu_stress,seminar,predictive-app-7d999b6db7-247zj,500.432,35.309,0.0,Running,True,seminar-lab-control-plane,,CPU-02_metrics.csv,1,1,0
2026-07-22T15:57:27.017444+00:00,CPU-02,cpu_stress,seminar,predictive-app-7d999b6db7-247zj,500.432,35.309,0.0,Running,True,seminar-lab-control-plane,,CPU-02_metrics.csv,1,1,0
2026-07-22T15:57:32.695537+00:00,CPU-02,cpu_stress,seminar,predictive-app-7d999b6db7-247zj,498.569,35.312,0.0,Running,True,seminar-lab-control-plane,,CPU-02_metrics.csv,1,1,0
2026-07-22T15:57:38.796790+00:00,CPU-02,cpu_stress,seminar,predictive-app-7d999b6db7-247zj,498.569,35.312,0.0,Running,True,seminar-lab-control-plane,,CPU-02_metrics.csv,1,1,0
2026-07-22T15:57:44.611004+00:00,CPU-02,cpu_stress,seminar,predictive-app-7d999b6db7-247zj,498.569,35.312,0.0,Running,True,seminar-lab-control-plane,,CPU-02_metrics.csv,1,1,0
2026-07-22T15:57:50.379356+00:00,CPU-02,cpu_stress,seminar,predictive-app-7d999b6db7-247zj,501.523,35.32,0.0,Running,True,seminar-lab-control-plane,,CPU-02_metrics.csv,1,1,0
2026-07-22T15:57:56.165380+00:00,CPU-02,cpu_stress,seminar,predictive-app-7d999b6db7-247zj,501.523,35.32,0.0,Running,True,seminar-lab-control-plane,,CPU-02_metrics.csv,1,1,0
2026-07-22T15:58:01.944392+00:00,CPU-02,cpu_stress,seminar,predictive-app-7d999b6db7-247zj,501.523,35.32,0.0,Running,True,seminar-lab-control-plane,,CPU-02_metrics.csv,1,1,0
