timestamp_utc,experiment_id,label,namespace,pod_name,cpu_millicores,memory_mib,restart_count,phase,ready,node,collection_error
2026-07-22T17:00:01.020196+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,0.831,32.648,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:00:07.252779+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,0.662,32.148,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:00:13.169994+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,0.662,32.148,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:00:19.178741+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,0.746,32.148,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:00:24.935942+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,0.746,32.148,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:00:30.701357+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,0.746,32.148,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:00:37.087152+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,0.612,32.152,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:00:42.779280+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,0.612,32.152,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:00:48.465283+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,0.816,32.148,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:00:54.096933+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,0.816,32.148,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:00:59.815557+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,0.816,32.148,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:01:05.363428+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,0.656,32.148,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:01:10.843266+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,0.656,32.148,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:01:16.260196+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,0.656,32.148,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:01:21.714123+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,0.724,32.148,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:01:27.115416+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,0.724,32.148,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:01:32.519908+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,0.724,32.148,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:01:38.160271+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,0.79,32.645,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:01:43.628095+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,0.79,32.645,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:01:49.734310+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,3.933,35.461,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:01:56.184076+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,3.933,35.461,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:02:01.849712+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,3.933,35.461,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:02:07.452666+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,3.933,35.461,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:02:13.081498+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,3.933,35.461,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:02:18.758218+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,37.327,65.77,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:02:24.474351+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,37.327,65.77,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:02:30.208904+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,37.327,65.77,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:02:36.155744+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,63.956,79.387,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:02:41.986603+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,63.956,79.387,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:02:47.550214+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,63.956,79.387,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:02:54.320719+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,45.995,96.828,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:03:00.708504+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,45.995,96.828,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:03:06.875814+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,60.862,110.211,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:03:12.747802+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,60.862,110.211,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:03:18.368034+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,37.954,121.066,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:03:26.276052+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,37.954,121.066,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:03:31.878272+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,37.954,121.066,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:03:38.024167+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,55.166,136.965,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:03:44.788203+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,55.166,136.965,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:03:52.170503+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,49.226,153.902,0,Running,True,seminar-lab-control-plane,
2026-07-22T17:03:59.124469+00:00,MEM-01,memory_pressure,seminar,predictive-app-6f4b57b64c-kwpsb,49.226,153.902,0,Running,True,seminar-lab-control-plane,
